attacks,card_format,card_number,card_type,damages,energy,evolution,evolved_from,expansion,hp,illustrators,languages,name,rarity,resistance,retreat_cost,variants,weakness
,Standard,179/214,Stadium,,,,,Unbroken Bonds,,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Martial Arts Dojo,Uncommon,,,Unlimited;Reverse Holo,
,Standard,178/214,Supporter,,,,,Unbroken Bonds,,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lt. Surge's Strategy,Uncommon,,,Unlimited;Reverse Holo,
,Standard,177/214,Supporter,,,,,Unbroken Bonds,,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Koga's Trap,Uncommon,,,Unlimited;Reverse Holo,
,Standard,176/214,Supporter,,,,,Unbroken Bonds,,Ken Sugimori,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Janine,Uncommon,,,Unlimited;Reverse Holo,
,Standard,175/214,Supporter,,,,,Unbroken Bonds,,Naoki Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Green's Exploration,Uncommon,,,Unlimited;Reverse Holo,
,Standard,174/214,Supporter,,,,,Unbroken Bonds,,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Giovanni's Exile,Uncommon,,,Unlimited;Reverse Holo,
,Standard,172/214,"Item,Pokémon Tool",,,,,Unbroken Bonds,,Toyste Beach,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Fairy Charm Lightning,Uncommon,,,Unlimited;Reverse Holo,
,Standard,173/214,Item,,,,,Unbroken Bonds,,Yoshinobu Saito,,Fire Crystal,Uncommon,,,,
,Standard,171/214,"Item,Pokémon Tool",,,,,Unbroken Bonds,,Toyste Beach,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Fairy Charm Ability,Uncommon,,,Unlimited;Reverse Holo,
,Standard,170/214,Item,,,,,Unbroken Bonds,,Ryo Ueda,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Energy Spinner,Uncommon,,,Unlimited;Reverse Holo,
,Standard,169/214,Item,,,,,Unbroken Bonds,,Yoshinobu Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Electromagnetic Radar,Uncommon,,,Unlimited;Reverse Holo,
,Standard,168/214,Stadium,,,,,Unbroken Bonds,,Ryo Ueda,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dust Island,Uncommon,,,Unlimited;Reverse Holo,
,Standard,167/214,Item,,,,,Unbroken Bonds,,Ryo Ueda,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dusk Stone,Uncommon,,,Unlimited;Reverse Holo,
,Standard,166/214,Item,,,,,Unbroken Bonds,,Toyste Beach,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Devolution Spray Z,Uncommon,,,Unlimited;Reverse Holo,
,Standard,165/214,Item,,,,,Unbroken Bonds,,Yoshinobu Saito,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Chip-Chip Ice Axe,Uncommon,,,Unlimited;Reverse Holo,
,Standard,164/214,Pokémon Tool,,,,,Unbroken Bonds,,Ayaka Yoshida,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Beast Bringer,Uncommon,,,Unlimited;Reverse Holo,
Power Cyclone;Discovery-GX,Standard,163/214,"Pokémon-GX,Ultra Beast",110;0,Colorless,Basic,,Unbroken Bonds,200,PLANETA Igarashi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Celesteela-GX,Rare Holo GX,Fighting-20,4,Unlimited,Lightning×2
Mimic;Tone-Deaf,Standard,162/214,Pokémon,0;10,Colorless,Basic,,Unbroken Bonds,70,HYOGONOSUKE,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Chatot,Uncommon,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Eat Up;Tonguenado,Standard,153/214,Pokémon,40;60×,Colorless,Stage 1,Lickitung,Unbroken Bonds,130,sui,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lickilicky,Rare,,4,Unlimited;Reverse Holo,Fighting×2
Lick,Standard,152/214,Pokémon,30,Colorless,Basic,,Unbroken Bonds,90,Yukiko Baba,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lickitung,Common,,2,Unlimited;Reverse Holo,Fighting×2
Tri Attack;Accelerating Stab,Standard,151/214,Pokémon,60×;90,Colorless,Stage 1,Doduo,Unbroken Bonds,100,Misa Tsutsui,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Dodrio,Uncommon,Fighting-20,0,Unlimited;Reverse Holo,Lightning×2
Peck;Double Peck,Standard,150/214,Pokémon,10;20×,Colorless,Basic,,Unbroken Bonds,70,kodama,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Doduo,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Vengeance;Slash Back-GX,Standard,149/214,Pokémon-GX,10+;150,Colorless,Stage 1,Meowth,Unbroken Bonds,200,PLANETA Igarashi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Persian-GX,Rare Holo GX,,2,Unlimited,Fighting×2
Claw Slash,Standard,148/214,Pokémon,90,Colorless,Stage 1,Meowth,Unbroken Bonds,100,nagimiso,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Persian,Rare,,0,Unlimited;Reverse Holo,Fighting×2
Caturday;Tail Whap,Standard,147/214,Pokémon,0;30,Colorless,Basic,,Unbroken Bonds,60,Shibuzoh.,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Meowth,Common,,1,Unlimited;Reverse Holo,Fighting×2
Drill Run Double,Standard,146/214,Pokémon,70,Colorless,Stage 1,Spearow,Unbroken Bonds,100,kawayoo,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Fearow,Uncommon,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Glide;Speed Dive,Standard,145/214,Pokémon,10;20,Colorless,Basic,,Unbroken Bonds,60,tetsuya koizumi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Spearow,Common,Fighting-20,1,Unlimited;Reverse Holo,Lightning×2
Pungent Aroma;Miraculous Cologne,Standard,142/214,Pokémon,0;30,Fairy,Stage 1,Spritzee,Unbroken Bonds,90,Saya Tsuruta,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Aromatisse,Rare,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Energy Blow;Toy Box-GX,Standard,140/214,Pokémon-GX,10+;0,Fairy,Stage 1,Cottonee,Unbroken Bonds,190,PLANETA Igarashi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Whimsicott-GX,Rare Holo GX,Darkness-20,1,Unlimited,Metal×2
Expand,Standard,139/214,Pokémon,10,Fairy,Basic,,Unbroken Bonds,50,Ken Sugimori,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Cottonee,Common,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Gnaw,Standard,143/214,Pokémon,30,Colorless,Basic,,Unbroken Bonds,30,Eri Yamaki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Rattata,Common,,1,Unlimited;Reverse Holo,Fighting×2
Escaping Incisors,Standard,144/214,Pokémon,70,Colorless,Stage 1,Rattata,Unbroken Bonds,70,Shigenori Negishi,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Raticate,Uncommon,,1,Unlimited;Reverse Holo,Fighting×2
Magical Shot,Standard,138/214,Pokémon,70,Fairy,Stage 2,Togetic,Unbroken Bonds,140,Kagemaru Himeno,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Togekiss,Rare Holo,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Daunt,Standard,136/214,Pokémon,10,Fairy,Basic,,Unbroken Bonds,50,Sekio,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Togepi,Common,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Orb Polish;Sleepy Ball,Standard,135/214,Pokémon,0;80,Fairy,Stage 1,Jigglypuff,Unbroken Bonds,110,miki kudo,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Wigglytuff,Rare,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Double Slap,Standard,132/214,Pokémon,10×,Fairy,Basic,,Unbroken Bonds,60,0313,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Clefairy,Common,Darkness-20,1,Unlimited;Reverse Holo,Metal×2
Ball Roll,Standard,134/214,Pokémon,20×,Fairy,Basic,,Unbroken Bonds,70,Yumi,,Jigglypuff,Common,Darkness-20,2,,Metal×2
Moon-Watching Dance,Standard,133/214,Pokémon,10+,Fairy,Stage 1,Clefairy,Unbroken Bonds,110,Suwama Chiaki,,Clefable,Rare,Darkness-20,1,,Metal×2
,Standard,131/214,Pokémon,,Fairy,Basic,,Unbroken Bonds,60,Shibuzoh.,,Cleffa,Uncommon,,0,,
Nap;Fairy Wind,Standard,141/214,Pokémon,0;10,Fairy,Basic,,Unbroken Bonds,60,MAHOU,,Spritzee,Common,Darkness-20,1,,Metal×2
Fairy Song;Kaleidostorm;Magical Miracle-GX,Standard,130/214,"Pokémon TAG TEAM,Pokémon-GX",0;150;200,Fairy,Basic,,Unbroken Bonds,260,Mitsuhiro Arita,,Gardevoir & Sylveon-GX,Rare Holo GX,Darkness-20,2,,Metal×2
Heavy Impact,Standard,129/214,Pokémon,130,Metal,Stage 1,Meltan,Unbroken Bonds,150,Kouki Saitou,,Melmetal,Rare Holo,Psychic-20,4,,Fire×2
Steel Melt,Standard,128/214,Pokémon,10+,Metal,Basic,,Unbroken Bonds,70,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Meltan,Common,Psychic-20,1,Unlimited;Reverse Holo,Fire×2
Splitting Beam,Standard,127/214,Pokémon,30,Metal,Basic,,Unbroken Bonds,130,Anesaki Dynamic,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Genesect,Rare,Psychic-20,2,Unlimited;Reverse Holo,Fire×2
Low Sweep;Rush Up,Standard,126/214,Pokémon,40;60+,Metal,Stage 1,Riolu,Unbroken Bonds,130,Midori Harada,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lucario,Rare Holo,Psychic-20,2,Unlimited;Reverse Holo;Non-holo,Fire×2
Extra-Tight Press;Giga Impact,Standard,125/214,Pokémon,80;160,Metal,Stage 2,Lairon,Unbroken Bonds,170,Satoshi Shirai,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Aggron,Rare,Psychic-20,4,Unlimited;Reverse Holo,Fire×2
Rigidify;Headbutt,Standard,124/214,Pokémon,0;70,Metal,Stage 1,Aron,Unbroken Bonds,90,Suwama Chiaki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lairon,Uncommon,Psychic-20,3,Unlimited;Reverse Holo,Fire×2
Rigidify;Metal Claw,Standard,123/214,Pokémon,0;20,Metal,Basic,,Unbroken Bonds,60,Ken Sugimori,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Aron,Common,Psychic-20,1,Unlimited;Reverse Holo,Fire×2
Hammer In,Standard,122/214,Alolan Pokémon,40,Metal,Stage 1,Alolan Diglett,Unbroken Bonds,80,SATOSHI NAKAI,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Dugtrio,Rare,Psychic-20,1,Unlimited;Reverse Holo,Fire×2
Grandiose Fangs,Standard,114/214,Pokémon,30,Darkness,Basic,,Unbroken Bonds,70,Akira Komayama,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Sandile,Common,Psychic-20,2,Unlimited;Reverse Holo,Fighting×2
Gnaw,Standard,113/214,Pokémon,10,Darkness,Basic,,Unbroken Bonds,60,Yuka Morii,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Sandile,Common,Psychic-20,2,Unlimited;Reverse Holo,Fighting×2
Chomp Chomp Panic;Crunch,Standard,116/214,Pokémon,50×;100,Darkness,Stage 2,Krokorok,Unbroken Bonds,150,Anesaki Dynamic,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Krookodile,Rare,Psychic-20,3,Unlimited;Reverse Holo,Fighting×2
Bite;Corner,Standard,115/214,Pokémon,20;50,Darkness,Stage 1,Sandile,Unbroken Bonds,90,SATOSHI NAKAI,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Krokorok,Uncommon,Psychic-20,2,Unlimited;Reverse Holo,Fighting×2
Hypnotic Reign;Dark Pressure,Standard,119/214,Pokémon,0;80,Darkness,Stage 1,Inkay,Unbroken Bonds,100,Yusuke Ohmura,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Malamar,Rare Holo,Psychic-20,1,Unlimited;Reverse Holo,Fighting×2
Steel Fist;Heavy Impact;Full Metal Wall-GX,Standard,120/214,"Pokémon TAG TEAM,Pokémon-GX",50;150;0,Metal,Basic,,Unbroken Bonds,260,Mitsuhiro Arita,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lucario & Melmetal-GX,Rare Holo GX,Psychic-20,3,Unlimited,Fire×2
Bring Down;Mist Slash,Standard,117/214,Pokémon,0;70,Darkness,Stage 2,Frogadier,Unbroken Bonds,130,Yusuke Ohmura,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Greninja,Rare Holo,Psychic-20,0,Unlimited;Reverse Holo,Fighting×2
Ram,Standard,121/214,Alolan Pokémon,10,Metal,Basic,,Unbroken Bonds,50,Atsuko Nishida,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Alolan Diglett,Common,Psychic-20,1,Unlimited;Reverse Holo,Fire×2
Perplex,Standard,118/214,Pokémon,0,Darkness,Basic,,Unbroken Bonds,60,Naoyo Kimura,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Inkay,Common,Psychic-20,1,Unlimited;Reverse Holo,Fighting×2
Slash;Wild Charge,Standard,52/181,Pokémon,20;120,Lightning,Basic,,Team Up,120,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Zeraora,Rare Holo,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Confuse Ray;Hydro Pump,Standard,31/181,Pokémon,0;10+,Water,Basic,,Team Up,130,Ken Sugimori,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Lapras,Rare,,3,Unlimited;Reverse Holo,Metal×2
Power Lariat,Standard,56/181,Pokémon,10+,Psychic,Stage 2,Nidorina,Team Up,160,nagimiso,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Nidoqueen,Rare,,3,Unlimited;Reverse Holo,Psychic×2
Call for Family;Scratch,Standard,54/181,Pokémon,0;20,Psychic,Basic,,Team Up,60,miki kudo,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Nidoran♀,Common,,1,Unlimited;Reverse Holo,Psychic×2
Family Rescue;Bite,Standard,55/181,Pokémon,0;30,Psychic,Stage 1,Nidoran ♀,Team Up,90,Kagemaru Himeno,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Nidorina,Uncommon,,2,Unlimited;Reverse Holo,Psychic×2
Poltergeist;Horror House-GX,Standard,53/181,"Pokémon TAG TEAM,Pokémon-GX",50×;0,Psychic,Basic,,Team Up,240,Mitsuhiro Arita,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Gengar & Mimikyu-GX,Rare Holo GX,Fighting-20,2,Unlimited,Darkness×2
Random Spark;Volt Switch,Standard,50/181,Pokémon,0;90,Lightning,Stage 1,Helioptile,Team Up,100,Sumiyoshi Kizuki,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Heliolisk,Uncommon,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Mach Bolt,Standard,51/181,Pokémon ◇,120,Lightning,Basic,,Team Up,130,Kouki Saitou,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Tapu Koko ◇,Rare Prism Star,Metal-20,1,Unlimited,Fighting×2
Pound;Static Shock,Standard,49/181,Pokémon,10;40,Lightning,Basic,,Team Up,60,Ken Sugimori,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Helioptile,Common,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Spider Thread,Standard,48/181,Pokémon,40,Lightning,Stage 1,Joltik,Team Up,90,SATOSHI NAKAI,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Galvantula,Rare,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Leech Life,Standard,47/181,Pokémon,10,Lightning,Basic,,Team Up,40,Yuka Morii,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Joltik,Common,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Nuzzle,Standard,46/181,Pokémon,0,Lightning,Basic,,Team Up,60,Megumi Mizutani,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Emolga,Common,Fighting-20,0,Unlimited;Reverse Holo,Lightning×2
Raid;Mach Bolt,Standard,45/181,Pokémon,30+;100,Lightning,Stage 1,Blitzle,Team Up,120,Shin Nagasawa,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Zebstrika,Rare,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Delivery Dash;Zap Kick,Standard,44/181,Pokémon,0;20,Lightning,Basic,,Team Up,60,Akira Komayama,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Blitzle,Common,Metal-20,1,Unlimited;Reverse Holo,Fighting×2
Payback,Standard,80/181,Pokémon,30+,Fighting,Stage 1,Larvitar,Team Up,80,Anesaki Dynamic,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Pupitar,Uncommon,,1,Unlimited;Reverse Holo,Grass×2
Power Recharge;Impact Bolt;Electrical-GX,Standard,43/181,Pokémon-GX,30;150;0,Lightning,Stage 2,Flaaffy,Team Up,240,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Ampharos-GX,Rare Holo GX,Metal-20,3,Unlimited,Fighting×2
Cure Stream;Brinicles-GX,Expanded,220/214,"Full Art Pokémon,Pokémon-GX",120;150,Water,Basic,,Lost Thunder,180,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Suicune-GX,Rare Rainbow,,2,Unlimited,Grass×2
Triple Poison;Wrap-GX,Expanded,195/214,"Full Art Pokémon,Pokémon-GX",0;40,Grass,Basic,,Lost Thunder,170,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Shuckle-GX,Rare Ultra,,1,Unlimited,Fire×2
,Expanded,173/214,Supporter,,,,,Lost Thunder,,take,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Faba,Uncommon,,,Unlimited;Reverse Holo,
Perplex;Let's Snuggle & Fall;Dream Fear-GX,Expanded,149/214,Pokémon-GX,0;10+;0,Fairy,Basic,,Lost Thunder,170,5ban Graphics,English (EN);French (FR);Spanish (ES);Portuguese (PT);Italian (IT);German (DE);Dutch (NL);Russian (RU);Polish (PL);Chinese (CN);Korean (KO),Mimikyu-GX,Rare Holo GX,,1,Unlimited,
