name,expansion
Blitzle,Lost Thunder
Bellsprout,Unbroken Bonds
Bellsprout,Triumphant
Grubbin,SM Trainer Kit (Alolan Raichu)
Granbull,Neo Genesis
Grubbin,McDonald's Collection 2017
Growlithe,Skyridge
Grovyle,POP Series 4
Blaine's Doduo,Gym Challenge
Blaine's Magmar,Gym Heroes
Grookey,Sword & Shield
Blaine's Ponyta,Gym Challenge
Blaine's Ponyta,Gym Heroes
Growlithe,BREAKpoint
Growlithe,Base Set
Growlithe,Base Set 2
Growlithe,EX Sandstorm
Growlithe,Evolutions
Blaine's Tauros,Gym Heroes
Growlithe,Legendary Collection
Blaine's Charmander,Gym Heroes
Growlithe,Neo Destiny
Growlithe,Next Destinies
Blaine's Vulpix,Gym Heroes
Blaine's Charmander,Gym Challenge
Blaine's Charizard,Gym Challenge
Grimer,Undaunted
Grimer,Next Destinies
Grimer,EX Legend Maker
Growlithe,Secret Wonders
Blastoise,Platinum
Graveler,EX Legend Maker
Blitzle,Team Up
Blitzle,XY Trainer Kit (Pikachu Libre)
Bronzor,Triumphant
Glameow,Great Encounters
Brock's Sandshrew,Gym Heroes
Brock's Sandslash,Gym Heroes
Brock's Vulpix,Gym Challenge
Brock's Vulpix,Gym Heroes
Brock's Zubat,Gym Heroes
Gliscor,DP Black Star Promos
Gligar,Undaunted
Gligar,Phantom Forces
Gligar,Neo Genesis
Gligar,Legends Awakened
Gligar,Boundaries Crossed
Glameow,XY Trainer Kit (Pikachu Libre)
Hatenna,Rebel Clash
Bellsprout,Legends Awakened
Hatenna,SWSH Black Star Promos
Glameow,BREAKpoint
Haunter,EX FireRed & LeafGreen
Bronzong,Stormfront
Hawlucha,Forbidden Light
Bronzor,Fates Collide
Hawlucha,Steam Siege
Bronzor,Mysterious Treasures
Beedrill,Neo Discovery
Bronzor,Rebel Clash
Bronzor,Stormfront
Bronzor,Team Up
Brock's Graveler,Gym Heroes
Gloom,Aquapolis
Gloom,Cosmic Eclipse
Gloom,EX Unseen Forces
Golett,Noble Victories
Bellsprout,Celestial Storm
Bellsprout,Aquapolis
Bounsweet,Darkness Ablaze
Bounsweet,Unified Minds
Braixen,Kalos Starter Set
Golduck,Legendary Collection
Golduck,Fossil
Goldeen,XY Trainer Kit (Suicune)
Goldeen,Sword & Shield
Goldeen,BREAKthrough
Golbat,Unleashed
Golbat,Plasma Storm
Golbat,EX Hidden Legends
Golbat,EX Deoxys
Beldum,Vivid Voltage
Brionne,Lost Thunder
Beldum,Plasma Freeze
Brock's Geodude,Gym Heroes
Beldum,Hidden Fates
Beldum,Guardians Rising
Brock's Golbat,Gym Heroes
Beheeyem,Plasma Storm
Gloom,Neo Genesis
Gloom,Jungle
Florges-EX,Phantom Forces
Floette,BREAKthrough
Jigglypuff,Crimson Invasion
Electrike,Platinum
Illumise,EX Emerald
Illumise,EX Sandstorm
Illumise,XY
Clamperl,EX Hidden Legends
Impidimp,Rebel Clash
Clamperl,Great Encounters
Arbok,Fossil
Clauncher,Kalos Starter Set
Electrike,Vivid Voltage
Arbok,Expedition Base Set
Arbok,EX Sandstorm
Electrike,Primal Clash
Anorith,Steam Siege
Electrode,Jungle
Electrike,McDonald's Collection 2015
Electrike,Majestic Dawn
Anorith,EX Legend Maker
Claydol,EX Deoxys
Ampharos δ,EX Dragon Frontiers
Electrike,EX Deoxys
Electrike,Dragons Exalted
Electrike,Celestial Storm
Clefable,Expedition Base Set
Electabuzz,XY Trainer Kit (Pikachu Libre)
Amoonguss,Unified Minds
Amoonguss,SM Black Star Promos
Illumise,EX Delta Species
Electrode,Legendary Collection
Floatzel GL LV.X,Rising Rivals
Chimecho,Mysterious Treasures
Erika's Clefairy,Gym Challenge
Archen,Unified Minds
Chikorita,Lost Thunder
Archen,Plasma Blast
Archen,Noble Victories
Chikorita,Neo Genesis
Chikorita δ,EX Dragon Frontiers
Hypno,EX FireRed & LeafGreen
Chimchar,Plasma Storm
Chimchar,Platinum
Chimchar,Ultra Prism
Chimecho,EX Emerald
Chimecho δ,EX Holon Phantoms
Illumise,Celestial Storm
Chinchou,Aquapolis
Chinchou,EX Hidden Legends
Chinchou,EX Legend Maker
Emolga,Legendary Treasures
Emolga,Dragons Exalted
Chinchou,Legends Awakened
Chinchou,Lost Thunder
Chinchou,Plasma Freeze
Chinchou,Primal Clash
Elgyem,Noble Victories
Chinchou,Unleashed
Cinccino,Black & White
Electabuzz,Furious Fists
Electabuzz,Expedition Base Set
Amoonguss,Next Destinies
Duskull,EX Deoxys
Eevee,Battle Academy (Mewtwo)
Eevee,Battle Academy (Charizard)
Eevee,Aquapolis
Clefairy,Generations
Inkay,Champion's Path
Clefairy,Plasma Storm
Inkay,Roaring Skies
Inkay,XY
Clefairy,XY Trainer Kit (Wigglytuff)
Dwebble,Noble Victories
Dwebble,McDonald's Collection 2012
Dwebble,Legendary Treasures
Duskull,Diamond & Pearl
Ambipom,Majestic Dawn
Duskull,Burning Shadows
Cloyster,Expedition Base Set
Jangmo-o,Crimson Invasion
Jangmo-o,Dragon Majesty
Combee,Diamond & Pearl
Jangmo-o,SM Black Star Promos
Combee,Platinum
Combee,Supreme Victors
Combee,Undaunted
Dusclops,EX Deoxys
Dusclops,Cosmic Eclipse
Jigglypuff,Base Set 2
Eevee,Call of Legends
Eevee,Cosmic Eclipse
Eevee,Dark Explorers
Eevee,EX Delta Species
Ambipom,Dragons Exalted
Electabuzz,BREAKpoint
Ekans δ,EX Dragon Frontiers
Ekans,XY Trainer Kit (Noivern)
Ekans,XY
Ekans,Unbroken Bonds
Ekans,Team Rocket
Ekans,Fossil
Clefairy,Diamond & Pearl
Eevee on the Ball,Pokémon Futsal
Clefairy,EX FireRed & LeafGreen
Clefairy,Furious Fists
Eevee,XY Trainer Kit (Sylveon)
Eevee,Wizards Black Star Promos
Eevee,Vivid Voltage
Inkay,Burning Shadows
Eevee,Undaunted
Eevee,Ultra Prism
Eevee,SM Trainer Kit (Alolan Ninetales)
Eevee,McDonald's Collection 2019
Eevee,McDonald's Collection 2013
Eevee,Majestic Dawn
Eevee,Lost Thunder
Altaria,Hidden Fates
Eevee,Legendary Treasures
Ariados,Aquapolis
Ariados,Celestial Storm
Erika's Oddish,Gym Heroes
Horsea,Neo Genesis
Hoppip,Neo Discovery
Charmander,EX Crystal Guardians
Charmander,EX FireRed & LeafGreen
Charmander,EX Trainer Kit 2 (Minun)
Charmander,Expedition Base Set
Horsea,Aquapolis
Charmander,Generations
Charmander,Hidden Fates
Charmander,Legendary Treasures
Charmander,McDonald's Collection 2018 (French)
Horsea,EX Dragon
Charmander,Secret Wonders
Horsea,Unleashed
Houndour,Aquapolis
Flaaffy δ,EX Dragon Frontiers
Horsea δ,EX Dragon Frontiers
Horsea δ,EX Holon Phantoms
Charmander,Team Rocket
Finneon,Mysterious Treasures
Ferroseed,Team Up
Charmander δ,EX Crystal Guardians
Ferroseed,Emerging Powers
Charmander δ,POP Series 5
Fennekin,XY Black Star Promos
Fennekin,XY
Fennekin,McDonald's Collection 2016
Hoppip,Lost Thunder
Charmander,Dragon Majesty
Fletchinder,Darkness Ablaze
Fletchinder,Flashfire
Fletchling,XY Trainer Kit (Sylveon)
Fletchling,XY Trainer Kit (Bisharp)
Fletchling,XY
Fletchling,Steam Siege
Honedge,Unified Minds
Honedge,XY Black Star Promos
Fletchling,SM Trainer Kit (Lycanroc)
Fletchling,McDonald's Collection 2018 (French)
Fletchling,McDonald's Collection 2014
Hoothoot,Burning Shadows
Fletchling,Kalos Starter Set
Hoothoot,EX Unseen Forces
Hoothoot,HeartGold & SoulSilver
Fletchling,Guardians Rising
Fletchling,Darkness Ablaze
Hoothoot,Neo Genesis
Hoothoot,SM Trainer Kit (Alolan Sandslash)
Hoothoot,Sword & Shield
Charmander,Arceus
Charmander,Battle Academy (Charizard)
Charmander,Boundaries Crossed
Charmander,Burning Shadows
Fletchinder,Unified Minds
Charmander,Detective Pikachu
Hoppip,Aquapolis
Fennekin,McDonald's Collection 2014
Houndour,Crimson Invasion
Erika's Venusaur,Gym Challenge
Cherubi,Diamond & Pearl
Cherrim,Diamond & Pearl
Cherrim,POP Series 8
Cherrim,Plasma Storm
Espeon E4,Rising Rivals
Espeon,Plasma Freeze
Blaine's Growlithe,Gym Challenge
Espeon,Lost Thunder
Espeon,EX Sandstorm
Aron,EX Sandstorm
Aron,EX Ruby & Sapphire
Aron,EX Power Keepers
Cherubi,Arceus
Cherubi,POP Series 6
Fennekin,Kalos Starter Set
Chespin,Kalos Starter Set
Aron,EX Legend Maker
Aron,EX Holon Phantoms
Chespin,McDonald's Collection 2014
Aron,Darkness Ablaze
Espeon,Battle Academy (Mewtwo)
Chikorita,EX Unseen Forces
Chikorita,Expedition Base Set
Chikorita,Generations
Ariados,Neo Genesis
Ariados,Mysterious Treasures
Chikorita,HeartGold & SoulSilver
Chatot,Vivid Voltage
Aron,Rising Rivals
Chatot,Plasma Blast
Chatot,Majestic Dawn
Houndour,EX Dragon
Houndour,EX Team Rocket Returns
Houndour,Great Encounters
Feebas,Supreme Victors
Feebas,EX Emerald
Houndour,Neo Discovery
Arrokuda,Vivid Voltage
Arrokuda,Rebel Clash
Aron,Undaunted
Aron,Unbroken Bonds
Farfetch'd,Team Up
Farfetch'd,HeartGold & SoulSilver
Houndour,Plasma Blast
Houndour,Skyridge
Farfetch'd,Boundaries Crossed
Exeggutor,Legendary Collection
Exeggutor,Jungle
Exeggutor,Base Set 2
Exeggcute,Ultra Prism
Exeggcute,Plasma Freeze
Exeggcute,Plasma Blast
Exeggcute,Legendary Collection
Exeggcute,Jungle
Exeggcute,EX FireRed & LeafGreen
Exeggcute,Base Set 2
Darumaka,Unbroken Bonds
ナッシー[Exeggutor],Evolutions
Pikachu,DP Black Star Promos
Monferno,Ultra Prism
Qwilfish,Neo Revelation
Qwilfish,Secret Wonders
Qwilfish,Shining Legends
Raichu,Cosmic Eclipse
Squirtle,Plasma Blast
Rain Castform,EX Hidden Legends
Squirtle,Expedition Base Set
Morelull,Darkness Ablaze
Ralts,Ancient Origins
Ralts,BREAKthrough
Unown K,Secret Wonders
Squirtle,EX FireRed & LeafGreen
Unown P,Majestic Dawn
Unown Q,Majestic Dawn
Ralts,EX Power Keepers
Ralts,Legendary Treasures
Ralts,Lost Thunder
Unown,EX Unseen Forces
Mr. Mime,Aquapolis
Qwilfish,Flashfire
Mr. Mime,Supreme Victors
Purrloin,Plasma Storm
Purrloin,Shining Legends
Stantler,Secret Wonders
Stantler,POP Series 7
Quagsire,EX Team Rocket Returns
Stantler,Neo Genesis
Mr. Mime,Team Up
Stantler,Lost Thunder
Qwilfish,Expedition Base Set
Mr. Mime,Plasma Freeze
Stantler,EX Unseen Forces
Squirtle,Team Rocket
Squirtle,Secret Wonders
Mr. Mime,Fates Collide
Mr. Mime,Detective Pikachu
Squirtle,Platinum
Ralts,Next Destinies
Ralts δ,EX Dragon Frontiers
Staravia,POP Series 6
Rapidash E4,Rising Rivals
Raticate,Secret Wonders
Uxie,Legends Awakened
Misty's Cloyster,Gym Heroes
Raticate,Skyridge
Spiritomb C,Supreme Victors
Rattata,Base Set
Mismagius GL,Rising Rivals
Vanillish,Plasma Freeze
Vanillite,BREAKthrough
Rattata,Base Set 2
Spiritomb,Team Up
Misdreavus,Legendary Treasures
Misdreavus,EX Team Rocket Returns
Misdreavus,Diamond & Pearl
Rattata,Legendary Collection
Rattata,Pokémon Rumble
Vanillite,Next Destinies
Raticate,Legendary Collection
Misty's Horsea,Gym Challenge
Misty's Horsea,Gym Heroes
Spoink,EX Emerald
Spritzee,XY
Misty's Tentacool,Gym Heroes
Misty's Staryu,Gym Heroes
Misty's Staryu,Gym Challenge
Misty's Shellder,Gym Heroes
Misty's Seel,Gym Heroes
Spoink,Legends Awakened
Unown [S],Neo Destiny
Misty's Poliwag,Gym Challenge
Spoink,EX Deoxys
Unown [T],Neo Destiny
Spoink,EX Crystal Guardians
Raticate,Arceus
Raticate,Base Set
Raticate,Base Set 2
Misty's Poliwag,Gym Heroes
Staravia,Diamond & Pearl
Purrloin,McDonald's Collection 2012
Minun,Shining Legends
Murkrow,Supreme Victors
Tympole,Plasma Freeze
Staryu,McDonald's Collection 2015
Staryu,Legends Awakened
Tynamo,Plasma Blast
Staryu,HeartGold & SoulSilver
Tyranitar,Stormfront
Staryu,EX Delta Species
Staryu,Base Set 2
Staryu,Base Set
Psyduck,Aquapolis
Psyduck,BREAKpoint
Psyduck,Cosmic Eclipse
Staryu,BREAKpoint
Psyduck,Hidden Fates
Psyduck,Legendary Collection
Psyduck,Neo Destiny
Psyduck,Team Rocket
Natu,EX Deoxys
Staryu,Primal Clash
Natu,Legendary Treasures
Stunky,Majestic Dawn
Sudowoodo,Neo Revelation
Nidoran ♀,Primal Clash
Nidoran ♀,Plasma Freeze
Sudowoodo,Lost Thunder
Nidoran ♀,Mysterious Treasures
Stunky,Stormfront
Nidoran ♀,EX FireRed & LeafGreen
Stufful,SM Trainer Kit (Alolan Sandslash)
Natu,Lost Thunder
Stufful,McDonald's Collection 2018 (French)
Stufful,Burning Shadows
Tympole,Dark Explorers
Tympole,Legendary Treasures
Steenee,Sun & Moon
Natu,Secret Wonders
Tympole,Noble Victories
Starmie,HeartGold & SoulSilver
Ultra Necrozma-GX,Dragon Majesty
Purrloin,Emerging Powers
Ultra Necrozma-GX,Forbidden Light
Pupitar,Stormfront
Pupitar δ,EX Dragon Frontiers
Purrloin,BW Trainer Kit (Zoroark)
Purrloin,Black & White
Mudkip ☆,EX Team Rocket Returns
Mudkip,XY Black Star Promos
Mudkip,Supreme Victors
Mudkip,Primal Clash
Mudkip,POP Series 4
Starly,Majestic Dawn
Mudkip,McDonald's Collection 2015
Purrloin,Champion's Path
Starly,Crimson Invasion
Mudkip,EX Crystal Guardians
Mudkip,Celestial Storm
Mudbray,Burning Shadows
Purrloin,Darkness Ablaze
Pupitar,POP Series 1
Pupitar,Neo Discovery
Pupitar,Fates Collide
Murkrow,Dragons Exalted
Pumpkaboo,Phantom Forces
Starmie,Base Set 2
Murkrow,Mysterious Treasures
Starmie,Base Set
Starly,Supreme Victors
Murkrow,EX Unseen Forces
Murkrow,EX Sandstorm
Starly,SM Trainer Kit (Alolan Sandslash)
Pupitar,Expedition Base Set
Munna,Phantom Forces
Munna,Next Destinies
Munna,Boundaries Crossed
Pupitar,Celestial Storm
Munchlax,Majestic Dawn
Ultra Necrozma-GX,SM Black Star Promos
Pupitar,EX Dragon Frontiers
Rattata,Secret Wonders
Minun,Secret Wonders
Solosis,Legendary Treasures
Rocket's Scizor,Best of Game
Vullaby,Emerging Powers
Meowth,Team Up
Riolu,Unified Minds
Riolu,Unleashed
Spheal,EX Legend Maker
Vulpix,EX Emerald
Spewpa,Forbidden Light
Vulpix,EX Trainer Kit 2 (Minun)
Vulpix,Evolutions
Meowth,Supreme Victors
Vulpix,Expedition Base Set
Meowth,Steam Siege
Rocket's Persian ex,EX Unseen Forces
Meowth,Roaring Skies
Meowth,Noble Victories
Vulpix,Legendary Treasures
Meowth,Nintendo Black Star Promos
Riolu,Platinum
Mesprit,Battle Academy (Mewtwo)
Mesprit,Forbidden Light
Voltorb,Rebel Clash
Spheal,Flashfire
Spheal,EX Power Keepers
Rhyhorn,EX Emerald
Ribombee,Burning Shadows
Voltorb,Hidden Fates
Ribombee,Lost Thunder
Voltorb,Plasma Freeze
Riolu,Call of Legends
Mesprit,Legends Awakened
Voltorb,Stormfront
Voltorb,Team Rocket
Voltorb,Team Up
Voltorb,Triumphant
Vullaby,Black & White
Vullaby,Boundaries Crossed
Mesprit,Unified Minds
Meowth,Next Destinies
Rocket's Snorlax,Gym Heroes
Voltorb,EX FireRed & LeafGreen
Rockruff,Champion's Path
Solrock,Triumphant
Solrock,Primal Clash
Solrock,Great Encounters
Meltan,Darkness Ablaze
Solrock,Burning Shadows
Meditite,Primal Clash
Meditite,McDonald's Collection 2015
Meditite,EX Hidden Legends
Meditite,EX Emerald
Medicham,EX Hidden Legends
Roselia,Flashfire
Wartortle,Southern Islands
Roselia,Stormfront
Roselia,Sword & Shield
Watchog,Emerging Powers
Roselia,Unleashed
Roserade,Unleashed
Solrock,XY Trainer Kit (Latios)
Roggenrola,Sun & Moon
Rockruff,Vivid Voltage
Meowth,EX Trainer Kit 2 (Plusle)
Rockruff,SM Trainer Kit (Lycanroc)
Vulpix,Mysterious Treasures
Spearow,Unbroken Bonds
Meowth,HeartGold & SoulSilver
Meowth,HGSS Trainer Kit (Raichu)
Vulpix,Rebel Clash
Vulpix,Sword & Shield
Meowth,EX Team Magma vs Team Aqua
Meowth,BW Black Star Promos
Meowth,EX FireRed & LeafGreen
Meowth,Boundaries Crossed
Spearow,Expedition Base Set
Vulpix,Unleashed
Vulpix δ,EX Dragon Frontiers
Wailmer,EX Ruby & Sapphire
Spearow,EX FireRed & LeafGreen
Voltorb,EX Hidden Legends
Voltorb,Celestial Storm
Minun,POP Series 3
Venonat,Triumphant
Venipede,Emerging Powers
Venipede,XY
Miltank,Stormfront
Miltank,Secret Wonders
Poipole,Lost Thunder
Miltank,EX Unseen Forces
Miltank,Aquapolis
Spinarak,Neo Discovery
Milcery,Rebel Clash
Mightyena δ,EX Delta Species
Spinarak,Mysterious Treasures
Mienfoo,Boundaries Crossed
Mewtwo,Expedition Base Set
Mewtwo,Evolutions
Relicanth,EX Emerald
Relicanth,EX Holon Phantoms
Venonat,Phantom Forces
Venipede,Burning Shadows
Venipede,Boundaries Crossed
Mimikyu,Cosmic Eclipse
Minun,EX Emerald
Minun,Majestic Dawn
Rattata,Undaunted
Rayquaza,EX Deoxys
Minun,Furious Fists
Rayquaza ex,EX Deoxys
Minun,EX Trainer Kit 2 (Minun)
Minun,EX Hidden Legends
Vanillite,Plasma Freeze
Vaporeon,Undaunted
Minccino,Next Destinies
Minccino,Legendary Treasures
Minccino,Fates Collide
Minccino,BW Black Star Promos
Vaporeon,Call of Legends
Vaporeon,Rising Rivals
Mimikyu,SM Black Star Promos
Remoraid,BREAKthrough
Venonat,Unbroken Bonds
Spheal,Rising Rivals
Remoraid,Mysterious Treasures
Metapod,Burning Shadows
Metapod,Base Set 2
Metapod,Base Set
Metang,Celestial Storm
Victreebel,Jungle
Vigoroth,Celestial Storm
Vigoroth,Dragons Exalted
Vigoroth,EX Power Keepers
Vigoroth,EX Ruby & Sapphire
Spinarak,EX Team Rocket Returns
Spinarak,Darkness Ablaze
Spinarak,Celestial Storm
Spinarak,Aquapolis
Volbeat,Celestial Storm
Volbeat,EX Sandstorm
Volbeat,Great Encounters
Voltorb,Aquapolis
Metapod,EX FireRed & LeafGreen
Metapod,Evolutions
Victreebel,Base Set 2
Vibrava,Rising Rivals
Venusaur,EX Crystal Guardians
Mew,POP Series 4
Remoraid,Plasma Blast
Remoraid,Platinum
Vespiquen,Plasma Storm
Vibrava,Darkness Ablaze
Vibrava,EX Legend Maker
Victini,Lost Thunder
Spinarak,EX Unseen Forces
Victini,Roaring Skies
Victini,SM Black Star Promos
Victini,Unified Minds
Victini ◇,Dragon Majesty
Metapod,Rebel Clash
Metapod,Legendary Collection
Metapod,HeartGold & SoulSilver
Suicune,POP Series 2
Sunflora,EX Unseen Forces
Nidoran ♀,Triumphant
Pidgeot,Expedition Base Set
Torchic ☆,EX Team Rocket Returns
Pidgey,Team Up
Pidgey,Secret Wonders
Pidgey,POP Series 4
Team Aqua's Chinchou,EX Team Magma vs Team Aqua
Team Aqua's Carvanha,EX Team Magma vs Team Aqua
Torkoal,POP Series 1
Pidgey,EX FireRed & LeafGreen
Torracat,Unbroken Bonds
Pidgeotto,XY Trainer Kit (Wigglytuff)
Pidgeotto,Legendary Collection
Tauros,Platinum
Pidgeotto,Flashfire
Pidgeotto,Expedition Base Set
Pidgeotto,Base Set 2
Pidgeotto,Base Set
Tauros,Legendary Collection
Torchic,XY Black Star Promos
Torchic,Primal Clash
Torchic,Platinum
Pidove,Next Destinies
Torchic,EX Dragon
Torchic,EX Holon Phantoms
Torchic,EX Trainer Kit (Latias)
Torchic,Legendary Treasures
Pidove,Unified Minds
Pidove,Roaring Skies
Pidove,Rebel Clash
Team Aqua's Seviper,EX Team Magma vs Team Aqua
Torchic,McDonald's Collection 2016
Pidove,Emerging Powers
Team Aqua's Poochyena,EX Team Magma vs Team Aqua
Team Aqua's Poochyena,Double Crisis
Pidove,BW Black Star Promos
Team Aqua's Electrike,EX Team Magma vs Team Aqua
Team Aqua's Corphish,EX Team Magma vs Team Aqua
Torchic,McDonald's Collection 2015
Pidgeot,POP Series 2
Totodile,EX Hidden Legends
Pikachu,Crimson Invasion
Tauros,Jungle
Phanpy,EX Deoxys
Tangela,Legendary Treasures
Tangela,Great Encounters
Phanpy,Call of Legends
Phanpy,Aquapolis
Tangela,Base Set 2
Tangela,Base Set
Petilil,Emerging Powers
Taillow,Vivid Voltage
Tranquill,BW Trainer Kit (Zoroark)
Tranquill,Black & White
Taillow,Guardians Rising
Taillow,EX Ruby & Sapphire
Pawniard,XY Trainer Kit (Bisharp)
Pawniard,Team Up
Pawniard,Sword & Shield
Pawniard,Noble Victories
Tangela,Stormfront
Tapu Fini-GX,Burning Shadows
Tapu Fini-GX,Hidden Fates
Tauros,Base Set 2
Pichu Bros.,POP Series 3
Totodile,Expedition Base Set
Totodile,HGSS Trainer Kit (Gyarados)
Totodile,HeartGold & SoulSilver
Tauros,EX FireRed & LeafGreen
Pichu,Mysterious Treasures
Tauros,EX Crystal Guardians
Totodile,Shining Legends
Toxicroak G,Platinum
Tapu Lele-GX,Hidden Fates
Tapu Lele-GX,Guardians Rising
Toxel,Darkness Ablaze
Tapu Lele,Ultra Prism
Toxicroak G,DP Black Star Promos
Phione,Legendary Treasures
Phantump,Cosmic Eclipse
Pikachu,Burning Shadows
Team Aqua's Spheal,EX Team Magma vs Team Aqua
Sunkern,EX Unseen Forces
Pineco,EX Dragon
Teddiursa,Legendary Treasures
Teddiursa,Darkness Ablaze
Piplup,Ultra Prism
Piplup,Supreme Victors
Piplup,SM Trainer Kit (Alolan Sandslash)
Piplup,Platinum
Piplup,POP Series 8
Piplup,POP Series 6
Piplup,Majestic Dawn
Piplup,Legendary Treasures
Piplup,Diamond & Pearl
Teddiursa,Cosmic Eclipse
Piplup,DP Trainer Kit (Manaphy)
Piplup,DP Black Star Promos
Pineco,Neo Destiny
Pineco,Lost Thunder
Pineco,Flashfire
Togepi,Neo Destiny
Teddiursa,Skyridge
Teddiursa,Unleashed
Plusle,Legendary Treasures
Timburr,McDonald's Collection 2013
Plusle,Unleashed
Tepig,Boundaries Crossed
Plusle,Secret Wonders
Plusle,POP Series 3
Plusle,POP Series 1
Plusle,Majestic Dawn
Tentacruel,Southern Islands
Tentacool,Primal Clash
Tentacruel,EX Legend Maker
Tentacruel,Aquapolis
Plusle,HGSS Black Star Promos
Plusle,EX Hidden Legends
Plusle,EX Emerald
Timburr,XY
Plusle,Dark Explorers
Team Magma's Zangoose,Double Crisis
Team Magma's Poochyena,EX Team Magma vs Team Aqua
Pikachu,EX Emerald
Team Magma's Poochyena,Double Crisis
Pikachu,McDonald's Collection 2019
Pikachu,McDonald's Collection 2018 (French)
Pikachu,McDonald's Collection 2018
Pikachu,McDonald's Collection 2014
Pikachu,McDonald's Collection 2013
Pikachu,Legendary Treasures
Pikachu,Legendary Collection
Pikachu,Jungle
Pikachu,HeartGold & SoulSilver
Pikachu,HGSS Trainer Kit (Raichu)
Pikachu,Generations
Pikachu,Furious Fists
Pikachu,Expedition Base Set
Torchic,EX Crystal Guardians
Pikachu,EX Team Magma vs Team Aqua
Pikachu,EX Power Keepers
Pikachu,EX Holon Phantoms
Pikachu,Mysterious Treasures
Pikachu,Neo Genesis
Pikachu,Next Destinies
Pikachu δ,Nintendo Black Star Promos
Piloswine,Crimson Invasion
Team Magma's Numel,EX Team Magma vs Team Aqua
